input_prompt,response,category,context
I'm struggling with insecure. Can you help?,[Response Placeholder],Sleep Problems,Trouble Concentrating
How can I handle worthless in my life?,[Response Placeholder],Depression,Body Image Issues
How can I handle insecure in my life?,[Response Placeholder],Burnout,Regret
Can you help me with stressed?,[Response Placeholder],Depression,Trouble Concentrating
What should I do when angry?,[Response Placeholder],Sleep Problems,Future Uncertainty
What are some ways to manage lonely?,[Response Placeholder],Fear,Fear of Rejection
What are some ways to manage fearful?,[Response Placeholder],Self-Esteem,Work Stress
How do I deal with overwhelmed?,[Response Placeholder],Burnout,Social Isolation
I'm struggling with worried. Can you help?,[Response Placeholder],Relationship Issues,Procrastination
How can I cope with lonely?,[Response Placeholder],Loneliness,Self-Worth
What are some ways to manage overwhelmed?,[Response Placeholder],Anger,Decision-Making
How can I get over upset?,[Response Placeholder],Panic Attacks,Social Isolation
Why does guilty feel so overwhelming?,[Response Placeholder],Anger,Feeling Unsupported
What should I do when insecure?,[Response Placeholder],Panic Attacks,Work Stress
I'm struggling with worried. Can you help?,[Response Placeholder],Fear,Self-Worth
I'm struggling with lonely. Can you help?,[Response Placeholder],Anxiety,Work Stress
I can't stop feeling insecure. What should I do?,[Response Placeholder],Guilt,Body Image Issues
How do I stop insecure?,[Response Placeholder],Relationship Issues,Feeling Unsupported
Why do I always feel sad?,[Response Placeholder],Social Anxiety,Perfectionism
Why do I feel worthless?,[Response Placeholder],Grief,Procrastination
What can I do when insecure affects me?,[Response Placeholder],Guilt,Self-Worth
What should I do when worried?,[Response Placeholder],Sleep Problems,Social Isolation
What are some ways to manage stressed?,[Response Placeholder],Relationship Issues,Decision-Making
What can I do when I'm feeling worried?,[Response Placeholder],Stress,Work Stress
What can I do when stressed affects me?,[Response Placeholder],Self-Esteem,Perfectionism
How can I handle upset in my life?,[Response Placeholder],Self-Esteem,Overthinking
How can I cope with overwhelmed?,[Response Placeholder],Stress,Emotional Exhaustion
How can I get over nervous?,[Response Placeholder],Sadness,Procrastination
Why do I feel anxious?,[Response Placeholder],Depression,Feeling Unsupported
I'm struggling with upset. Can you help?,[Response Placeholder],Self-Esteem,Social Isolation
What should I do when stressed?,[Response Placeholder],Guilt,Perfectionism
How can I cope with anxious?,[Response Placeholder],Relationship Issues,Regret
I can't stop feeling unloved. What should I do?,[Response Placeholder],Relationship Issues,Future Uncertainty
How can I get over insecure?,[Response Placeholder],Panic Attacks,Insomnia
How can I handle nervous in my life?,[Response Placeholder],Sleep Problems,Insomnia
I can't stop feeling worried. What should I do?,[Response Placeholder],Sadness,Self-Worth
What can I do when overwhelmed affects me?,[Response Placeholder],Depression,Insomnia
I can't stop feeling lonely. What should I do?,[Response Placeholder],Fear,Social Isolation
What should I do when upset?,[Response Placeholder],Burnout,Insomnia
I can't stop feeling nervous. What should I do?,[Response Placeholder],Relationship Issues,Body Image Issues
Why do I feel insecure?,[Response Placeholder],Grief,Social Isolation
What can I do when insecure affects me?,[Response Placeholder],Depression,Body Image Issues
What can I do when hopeless affects me?,[Response Placeholder],Burnout,Work Stress
How do I stop angry?,[Response Placeholder],Social Anxiety,Work Stress
What should I do when fearful?,[Response Placeholder],Loneliness,Fear of Rejection
How can I get over unloved?,[Response Placeholder],Depression,Trouble Concentrating
What should I do when overwhelmed?,[Response Placeholder],Grief,Body Image Issues
Why does worried feel so overwhelming?,[Response Placeholder],Fear,Feeling Unsupported
I'm struggling with worthless. Can you help?,[Response Placeholder],Relationship Issues,Regret
I can't stop feeling lonely. What should I do?,[Response Placeholder],Panic Attacks,Fear of Rejection
I can't stop feeling lonely. What should I do?,[Response Placeholder],Social Anxiety,Feeling Unsupported
What are some ways to manage hopeless?,[Response Placeholder],Fear,Body Image Issues
Can you help me with anxious?,[Response Placeholder],Sadness,Procrastination
What are some ways to manage anxious?,[Response Placeholder],Loneliness,Perfectionism
What should I do when insecure?,[Response Placeholder],Anger,Emotional Exhaustion
How can I get over insecure?,[Response Placeholder],Fear,Future Uncertainty
How do I deal with nervous?,[Response Placeholder],Grief,Perfectionism
Can you help me with worthless?,[Response Placeholder],Grief,Trouble Concentrating
What can I do when lonely affects me?,[Response Placeholder],Burnout,Perfectionism
What can I do when angry affects me?,[Response Placeholder],Anxiety,Work Stress
I'm struggling with anxious. Can you help?,[Response Placeholder],Grief,Decision-Making
I can't stop feeling anxious. What should I do?,[Response Placeholder],Anger,Future Uncertainty
How can I handle insecure in my life?,[Response Placeholder],Loneliness,Insomnia
How can I handle unloved in my life?,[Response Placeholder],Self-Esteem,Self-Worth
What are some ways to manage sad?,[Response Placeholder],Anger,Fear of Rejection
Why do I always feel upset?,[Response Placeholder],Stress,Overthinking
Why do I feel overwhelmed?,[Response Placeholder],Sadness,Future Uncertainty
How can I get over worried?,[Response Placeholder],Loneliness,Work Stress
How do I stop upset?,[Response Placeholder],Anger,Future Uncertainty
I'm struggling with fearful. Can you help?,[Response Placeholder],Stress,Regret
I'm struggling with hopeless. Can you help?,[Response Placeholder],Guilt,Insomnia
How can I handle stressed in my life?,[Response Placeholder],Fear,Fear of Rejection
What should I do when angry?,[Response Placeholder],Sleep Problems,Trouble Concentrating
How can I handle overwhelmed in my life?,[Response Placeholder],Loneliness,Insomnia
How can I cope with lonely?,[Response Placeholder],Relationship Issues,Future Uncertainty
What can I do when worthless affects me?,[Response Placeholder],Loneliness,Insomnia
What can I do when worried affects me?,[Response Placeholder],Self-Esteem,Social Isolation
I'm struggling with hopeless. Can you help?,[Response Placeholder],Fear,Emotional Exhaustion
How can I cope with lonely?,[Response Placeholder],Panic Attacks,Decision-Making
What can I do when I'm feeling anxious?,[Response Placeholder],Fear,Decision-Making
How do I deal with worthless?,[Response Placeholder],Depression,Feeling Unsupported
What can I do when unloved affects me?,[Response Placeholder],Sleep Problems,Fear of Rejection
What can I do when I'm feeling insecure?,[Response Placeholder],Self-Esteem,Trouble Concentrating
What can I do when I'm feeling nervous?,[Response Placeholder],Sleep Problems,Procrastination
Why does stressed feel so overwhelming?,[Response Placeholder],Burnout,Body Image Issues
Why do I always feel lonely?,[Response Placeholder],Stress,Decision-Making
How do I stop unloved?,[Response Placeholder],Loneliness,Self-Worth
What can I do when worried affects me?,[Response Placeholder],Grief,Work Stress
How can I handle lonely in my life?,[Response Placeholder],Anger,Fear of Rejection
I'm struggling with stressed. Can you help?,[Response Placeholder],Guilt,Feeling Unsupported
What should I do when guilty?,[Response Placeholder],Burnout,Decision-Making
How do I stop lonely?,[Response Placeholder],Self-Esteem,Feeling Unsupported
Why do I always feel worried?,[Response Placeholder],Relationship Issues,Future Uncertainty
Why do I always feel hopeless?,[Response Placeholder],Sadness,Regret
Why does sad feel so overwhelming?,[Response Placeholder],Social Anxiety,Future Uncertainty
What can I do when I'm feeling hopeless?,[Response Placeholder],Anger,Fear of Rejection
Why does fearful feel so overwhelming?,[Response Placeholder],Social Anxiety,Procrastination
What are some ways to manage nervous?,[Response Placeholder],Grief,Trouble Concentrating
How can I get over upset?,[Response Placeholder],Depression,Body Image Issues
Why does overwhelmed feel so overwhelming?,[Response Placeholder],Anxiety,Feeling Unsupported
What can I do when stressed affects me?,[Response Placeholder],Panic Attacks,Regret
What can I do when I'm feeling fearful?,[Response Placeholder],Guilt,Body Image Issues
Why does insecure feel so overwhelming?,[Response Placeholder],Self-Esteem,Fear of Rejection
What can I do when I'm feeling hopeless?,[Response Placeholder],Guilt,Procrastination
What can I do when fearful affects me?,[Response Placeholder],Relationship Issues,Regret
Why do I always feel anxious?,[Response Placeholder],Sleep Problems,Perfectionism
How can I cope with unloved?,[Response Placeholder],Burnout,Trouble Concentrating
How can I get over stressed?,[Response Placeholder],Loneliness,Decision-Making
What can I do when I'm feeling sad?,[Response Placeholder],Stress,Decision-Making
Why do I feel insecure?,[Response Placeholder],Self-Esteem,Regret
How can I handle unloved in my life?,[Response Placeholder],Burnout,Future Uncertainty
What should I do when anxious?,[Response Placeholder],Relationship Issues,Overthinking
What are some ways to manage worthless?,[Response Placeholder],Fear,Overthinking
How can I get over guilty?,[Response Placeholder],Fear,Body Image Issues
I'm struggling with guilty. Can you help?,[Response Placeholder],Relationship Issues,Self-Worth
What can I do when I'm feeling worried?,[Response Placeholder],Sadness,Feeling Unsupported
What can I do when angry affects me?,[Response Placeholder],Anxiety,Procrastination
I can't stop feeling guilty. What should I do?,[Response Placeholder],Guilt,Feeling Unsupported
What should I do when anxious?,[Response Placeholder],Burnout,Feeling Unsupported
What can I do when I'm feeling worthless?,[Response Placeholder],Loneliness,Self-Worth
What are some ways to manage anxious?,[Response Placeholder],Panic Attacks,Decision-Making
I can't stop feeling worthless. What should I do?,[Response Placeholder],Self-Esteem,Trouble Concentrating
How do I deal with insecure?,[Response Placeholder],Guilt,Emotional Exhaustion
Why does stressed feel so overwhelming?,[Response Placeholder],Burnout,Fear of Rejection
How do I stop guilty?,[Response Placeholder],Anxiety,Perfectionism
What are some ways to manage upset?,[Response Placeholder],Depression,Feeling Unsupported
Why do I always feel lonely?,[Response Placeholder],Sadness,Future Uncertainty
What can I do when I'm feeling anxious?,[Response Placeholder],Anxiety,Feeling Unsupported
How can I handle angry in my life?,[Response Placeholder],Stress,Self-Worth
What are some ways to manage worthless?,[Response Placeholder],Burnout,Social Isolation
How do I stop angry?,[Response Placeholder],Depression,Future Uncertainty
How can I cope with lonely?,[Response Placeholder],Anxiety,Emotional Exhaustion
What can I do when I'm feeling upset?,[Response Placeholder],Anger,Decision-Making
How can I cope with overwhelmed?,[Response Placeholder],Anxiety,Decision-Making
How can I get over lonely?,[Response Placeholder],Sleep Problems,Trouble Concentrating
I can't stop feeling guilty. What should I do?,[Response Placeholder],Depression,Body Image Issues
Why do I feel upset?,[Response Placeholder],Sadness,Trouble Concentrating
What should I do when unloved?,[Response Placeholder],Fear,Perfectionism
I'm struggling with lonely. Can you help?,[Response Placeholder],Guilt,Future Uncertainty
I'm struggling with stressed. Can you help?,[Response Placeholder],Panic Attacks,Perfectionism
Why do I always feel anxious?,[Response Placeholder],Self-Esteem,Regret
I can't stop feeling fearful. What should I do?,[Response Placeholder],Guilt,Trouble Concentrating
What should I do when upset?,[Response Placeholder],Loneliness,Feeling Unsupported
Why do I feel lonely?,[Response Placeholder],Self-Esteem,Overthinking
How do I stop lonely?,[Response Placeholder],Anger,Trouble Concentrating
How can I cope with overwhelmed?,[Response Placeholder],Anger,Work Stress
Why does overwhelmed feel so overwhelming?,[Response Placeholder],Burnout,Overthinking
What can I do when I'm feeling hopeless?,[Response Placeholder],Anger,Body Image Issues
Can you help me with anxious?,[Response Placeholder],Grief,Body Image Issues
How do I stop hopeless?,[Response Placeholder],Relationship Issues,Social Isolation
What can I do when I'm feeling unloved?,[Response Placeholder],Anxiety,Fear of Rejection
Why do I always feel overwhelmed?,[Response Placeholder],Burnout,Regret
What are some ways to manage overwhelmed?,[Response Placeholder],Sleep Problems,Feeling Unsupported
What can I do when I'm feeling angry?,[Response Placeholder],Social Anxiety,Perfectionism
What are some ways to manage unloved?,[Response Placeholder],Burnout,Insomnia
Why do I feel hopeless?,[Response Placeholder],Social Anxiety,Trouble Concentrating
I can't stop feeling worthless. What should I do?,[Response Placeholder],Anxiety,Feeling Unsupported
I'm struggling with sad. Can you help?,[Response Placeholder],Sleep Problems,Work Stress
What should I do when worried?,[Response Placeholder],Depression,Fear of Rejection
How can I handle sad in my life?,[Response Placeholder],Sleep Problems,Social Isolation
I'm struggling with guilty. Can you help?,[Response Placeholder],Burnout,Procrastination
What should I do when overwhelmed?,[Response Placeholder],Loneliness,Insomnia
How do I stop anxious?,[Response Placeholder],Grief,Decision-Making
How do I stop worthless?,[Response Placeholder],Anxiety,Work Stress
What should I do when overwhelmed?,[Response Placeholder],Anger,Self-Worth
How do I stop guilty?,[Response Placeholder],Grief,Insomnia
Why do I feel stressed?,[Response Placeholder],Burnout,Procrastination
How can I get over stressed?,[Response Placeholder],Stress,Trouble Concentrating
How do I stop nervous?,[Response Placeholder],Relationship Issues,Regret
How do I deal with upset?,[Response Placeholder],Relationship Issues,Perfectionism
Why does sad feel so overwhelming?,[Response Placeholder],Fear,Emotional Exhaustion
How do I deal with stressed?,[Response Placeholder],Sadness,Social Isolation
What can I do when nervous affects me?,[Response Placeholder],Sadness,Work Stress
Why do I feel worried?,[Response Placeholder],Relationship Issues,Future Uncertainty
How do I stop lonely?,[Response Placeholder],Anger,Social Isolation
How can I cope with guilty?,[Response Placeholder],Anxiety,Regret
How do I stop worthless?,[Response Placeholder],Sleep Problems,Decision-Making
How can I cope with nervous?,[Response Placeholder],Fear,Future Uncertainty
What can I do when I'm feeling lonely?,[Response Placeholder],Relationship Issues,Social Isolation
Why does sad feel so overwhelming?,[Response Placeholder],Grief,Regret
What are some ways to manage worthless?,[Response Placeholder],Social Anxiety,Overthinking
How do I stop upset?,[Response Placeholder],Stress,Trouble Concentrating
What are some ways to manage hopeless?,[Response Placeholder],Loneliness,Fear of Rejection
How do I deal with worried?,[Response Placeholder],Depression,Work Stress
I'm struggling with unloved. Can you help?,[Response Placeholder],Social Anxiety,Body Image Issues
How do I stop unloved?,[Response Placeholder],Stress,Insomnia
What can I do when I'm feeling fearful?,[Response Placeholder],Self-Esteem,Fear of Rejection
What can I do when unloved affects me?,[Response Placeholder],Sleep Problems,Perfectionism
What can I do when I'm feeling unloved?,[Response Placeholder],Sleep Problems,Feeling Unsupported
I'm struggling with guilty. Can you help?,[Response Placeholder],Panic Attacks,Social Isolation
Why do I always feel worried?,[Response Placeholder],Fear,Regret
What can I do when insecure affects me?,[Response Placeholder],Fear,Future Uncertainty
How do I deal with unloved?,[Response Placeholder],Anxiety,Insomnia
How do I stop anxious?,[Response Placeholder],Relationship Issues,Body Image Issues
Why do I always feel nervous?,[Response Placeholder],Grief,Perfectionism
Why do I feel nervous?,[Response Placeholder],Panic Attacks,Decision-Making
How can I get over unloved?,[Response Placeholder],Relationship Issues,Procrastination
What should I do when upset?,[Response Placeholder],Sleep Problems,Fear of Rejection
Can you help me with overwhelmed?,[Response Placeholder],Guilt,Feeling Unsupported
Why does angry feel so overwhelming?,[Response Placeholder],Grief,Work Stress
How can I get over stressed?,[Response Placeholder],Anger,Regret
How can I cope with insecure?,[Response Placeholder],Depression,Perfectionism
I'm struggling with worthless. Can you help?,[Response Placeholder],Relationship Issues,Decision-Making
What can I do when unloved affects me?,[Response Placeholder],Sadness,Decision-Making
I'm struggling with hopeless. Can you help?,[Response Placeholder],Anger,Self-Worth
Why do I always feel nervous?,[Response Placeholder],Anxiety,Emotional Exhaustion
What can I do when hopeless affects me?,[Response Placeholder],Sadness,Fear of Rejection
How do I stop nervous?,[Response Placeholder],Relationship Issues,Regret
What should I do when guilty?,[Response Placeholder],Sadness,Overthinking
